ID,Chance_of_Admit
362,0.9291720521546023
74,0.7780078243266659
375,0.5739203054130109
156,0.7010608055097631
105,0.7859124333673116
395,0.8770380380748127
378,0.48098114431320704
125,0.6355653569579853
69,0.8121304017762294
451,0.7814280795635433
10,0.7111619945535609
195,0.7178928128872917
407,0.6697638278617817
85,0.9224306331732067
372,0.8359607212318684
389,0.5073477705533398
496,0.8285816466795238
31,0.6002810905026374
317,0.5360246234239493
409,0.5494926168853593
491,0.6457110308718491
492,0.5402328367490136
281,0.7197920526546895
357,0.7666273986064094
77,0.754839299390983
462,0.6090522696067799
498,0.9282358359803234
212,0.8494776613528584
102,0.6544488017108882
335,0.7399141020540947
476,0.5532638915230371
337,0.7252989579325164
441,0.5575983943893493
174,0.8697197698156196
3,0.6313655439141722
334,0.7289087564842349
410,0.5538089335413219
71,0.9326822838891671
210,0.6339926268598219
64,0.7000831315564694
385,0.9359069616671625
94,0.5431873797492389
486,0.6798332196299016
186,0.849154955390181
34,0.9304965180683198
78,0.6018879879636747
1,0.939097248700586
12,0.810165408300659
416,0.7728769108844996
23,0.9137729372581896
73,0.8839276761264844
183,0.5528455895727002
132,0.6796945364585725
411,0.49314260483116745
194,0.9386992827676515
56,0.6453157119683556
149,0.9376164336199344
19,0.7403306214680527
205,0.6527047683745594
79,0.4805915799034468
495,0.6174053320421428
263,0.6829930265186307
324,0.607475923766456
484,0.5792164093259952
80,0.4657306914903582
40,0.6048934720198043
452,0.8763333157419451
47,0.8907133471981731
239,0.669314177309843
392,0.696729799414814
353,0.6180131844222623
342,0.7619816740566542
278,0.7019690074271204
291,0.5708219896752138
318,0.5506558515975185
305,0.6480834978132888
269,0.8422140890964885
70,0.870721374916561
456,0.5262144706905232
466,0.6381958260018052
155,0.7288638986312717
83,0.8646072788703197
478,0.632306172692598
173,0.8411850682925077
322,0.7254530354074666
91,0.6519957247619813
181,0.6195709793554453
415,0.738110575169165
313,0.7661391328840197
279,0.6792343071921711
382,0.7298515087715602
473,0.8968286847852669
363,0.9073150308206639
325,0.68231508364465
432,0.7739078283949749
348,0.46969849388926316
87,0.6963423983947549
76,0.7652254685334413
439,0.7297478359847875
16,0.682204544923687
